lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
847647984796758481560,2023,Moore-Danault-Kaliyev,LAK,line,5on5,17,7319.0,77.0,0.5,0.57,0.58,82.24,5.18,5.18,20.77,2.85,46.18,35.84,5.09,5.36,5.27,79.0,37.0,29.0,145.0,7.0,4.0,0.0,17.0,2.0,48.0,38.0,72.0,109.0,7.0,19.0,59.0,47.0,9.0,16.0,99.0,14.0,3.0,2.65,1.81,0.72,2.0,4.0,1.0,151.04,116.0,120.16,11.0,1.06,0.51,0.51,5.74,5.99,5.92,60.0,5.1,3.9,14.53,2.05,33.95,24.47,4.85,4.98,4.74,60.0,24.0,26.0,110.0,4.0,7.0,2.0,19.0,0.0,22.0,32.0,56.0,80.0,6.0,15.0,66.0,54.0,9.0,12.0,69.0,10.0,5.0,2.16,1.31,1.64,1.0,1.0,2.0,105.07,84.0,80.28,10.0,0.8,1.79,1.79,4.11,3.99,3.91
847749684788568483395,2023,Bains-Lindholm-Garland,VAN,line,5on5,3,1398.0,7.0,0.39,0.49,0.5,11.3,0.82,0.74,2.79,0.34,5.84,4.47,0.8,0.76,0.74,9.0,6.0,3.0,18.0,0.0,1.0,0.0,2.0,0.0,7.0,5.0,9.0,15.0,3.0,6.0,14.0,8.0,3.0,0.0,13.0,1.0,1.0,0.39,0.12,0.31,0.0,0.0,0.0,16.56,15.0,13.82,0.0,0.15,0.31,0.31,0.67,0.62,0.61,10.76,1.3,0.66,2.92,0.37,5.7,4.05,1.24,1.37,1.31,13.0,2.0,4.0,19.0,1.0,2.0,1.0,3.0,0.0,8.0,1.0,12.0,14.0,0.0,0.0,18.0,17.0,1.0,3.0,12.0,1.0,2.0,0.31,0.1,0.9,0.0,0.0,1.0,19.15,15.0,15.16,2.0,0.14,0.9,0.9,0.55,0.55,0.53
847741684775058477955,2023,Mccann-Wennberg-Bjorkstrand,SEA,line,5on5,13,830.0,144.0,0.55,0.66,0.58,9.81,0.56,0.59,2.58,0.34,5.7,4.24,0.56,0.57,0.56,9.0,5.0,5.0,19.0,1.0,1.0,0.0,1.0,0.0,2.0,9.0,8.0,13.0,0.0,0.0,3.0,4.0,3.0,1.0,12.0,1.0,1.0,0.28,0.08,0.21,1.0,0.0,0.0,18.87,14.0,13.85,1.0,0.12,0.01,0.01,0.67,0.67,0.67,6.73,0.46,0.49,1.47,0.22,4.36,3.0,0.45,0.46,0.46,8.0,2.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,7.0,0.0,0.0,4.0,4.0,3.0,1.0,7.0,3.0,0.0,0.15,0.31,0.0,1.0,2.0,0.0,10.12,10.0,10.12,0.0,0.1,0.0,0.0,0.56,0.56,0.56
84717098480834,2023,Vlasic-Emberson,SJS,pairing,5on5,13,3995.0,101.0,0.42,0.44,0.43,23.29,1.78,1.59,5.91,0.91,14.34,10.47,1.72,1.79,1.73,22.0,13.0,18.0,53.0,4.0,3.0,0.0,4.0,0.0,12.0,12.0,18.0,31.0,4.0,8.0,27.0,20.0,11.0,6.0,28.0,5.0,2.0,0.6,0.75,0.43,3.0,0.0,1.0,51.99,35.0,34.74,5.0,0.33,0.22,0.43,1.68,1.68,1.67,31.99,2.47,1.99,7.86,1.08,18.53,14.07,2.39,2.5,2.42,30.0,16.0,21.0,67.0,2.0,4.0,0.0,7.0,0.0,15.0,18.0,28.0,44.0,5.0,10.0,34.0,24.0,7.0,6.0,36.0,9.0,1.0,0.99,1.2,0.28,1.0,1.0,0.0,68.45,46.0,47.16,3.0,0.41,0.7,0.7,2.18,2.21,2.19
847403484751498477451,2023,Maroon-Hartman-Johansson,MIN,line,5on5,10,2159.0,91.0,0.36,0.43,0.42,16.3,1.03,1.01,3.77,0.49,8.76,6.95,1.03,1.03,1.03,14.0,8.0,7.0,29.0,2.0,0.0,0.0,2.0,0.0,6.0,12.0,12.0,20.0,1.0,2.0,19.0,7.0,9.0,1.0,18.0,3.0,1.0,0.47,0.33,0.23,2.0,0.0,0.0,30.31,22.0,22.6,1.0,0.21,0.0,0.0,1.24,1.25,1.25,21.74,1.8,1.43,5.54,0.76,11.96,8.51,1.77,1.78,1.76,24.0,6.0,9.0,39.0,3.0,3.0,1.0,7.0,0.0,6.0,11.0,21.0,27.0,2.0,4.0,22.0,19.0,6.0,4.0,22.0,7.0,1.0,0.61,0.9,0.28,2.0,1.0,0.0,36.86,30.0,29.08,3.0,0.3,0.52,0.52,1.58,1.53,1.52
847458684757688483524,2023,Schwartz-Wright-Eberle,SEA,line,5on5,5,3334.0,7.0,0.64,0.6,0.58,40.26,4.2,2.68,10.61,1.36,21.5,15.66,3.75,4.36,3.9,33.0,23.0,21.0,77.0,4.0,5.0,0.0,10.0,0.0,24.0,13.0,29.0,52.0,4.0,16.0,29.0,11.0,8.0,8.0,39.0,11.0,6.0,1.03,1.41,1.76,3.0,1.0,0.0,80.59,56.0,58.44,2.0,0.57,1.55,1.55,3.21,3.36,3.23,29.14,2.36,1.79,8.11,1.01,15.24,11.49,2.29,2.3,2.22,30.0,10.0,11.0,51.0,2.0,5.0,0.0,5.0,0.0,10.0,18.0,28.0,38.0,4.0,8.0,33.0,28.0,5.0,8.0,31.0,6.0,3.0,0.91,0.72,0.73,1.0,1.0,0.0,48.9,40.0,39.21,8.0,0.37,0.96,0.96,1.78,1.72,1.69
84757908478460,2023,Werenski-Gudbranson,CBJ,pairing,5on5,54,14030.0,318.0,0.5,0.47,0.49,116.03,9.47,8.09,28.17,4.04,64.74,48.49,9.14,9.42,9.09,117.0,46.0,65.0,228.0,16.0,14.0,1.0,24.0,1.0,53.0,55.0,101.0,147.0,9.0,18.0,98.0,90.0,22.0,16.0,126.0,31.0,6.0,4.09,3.71,1.67,9.0,5.0,2.0,222.63,163.0,160.13,8.0,1.67,2.0,2.05,9.09,9.01,8.79,125.48,9.55,8.16,31.11,4.18,69.17,49.82,9.14,9.75,9.29,125.0,47.0,87.0,259.0,9.0,9.0,0.0,27.0,0.0,62.0,65.0,116.0,163.0,12.0,27.0,146.0,64.0,26.0,26.0,137.0,27.0,8.0,3.98,3.48,2.09,6.0,3.0,0.0,263.84,172.0,174.49,15.0,1.7,1.18,1.18,10.08,10.22,9.98
847515184757548478115,2023,Engvall-Nelson-Palmieri,NYI,line,5on5,55,33812.0,100.0,0.55,0.5,0.51,328.92,31.26,21.88,84.8,11.62,172.85,126.59,29.38,31.64,29.72,325.0,124.0,165.0,614.0,23.0,46.0,6.0,62.0,1.0,155.0,162.0,302.0,426.0,32.0,64.0,266.0,149.0,44.0,90.0,325.0,85.0,39.0,9.27,10.75,11.25,9.0,8.0,6.0,617.99,449.0,453.28,40.0,4.59,10.2,10.18,25.67,25.79,25.21,313.64,25.26,19.7,80.81,10.5,166.92,124.8,24.48,25.02,24.26,288.0,140.0,178.0,606.0,18.0,38.0,3.0,53.0,1.0,150.0,168.0,270.0,410.0,31.0,62.0,310.0,201.0,52.0,95.0,337.0,61.0,30.0,8.96,7.41,8.88,6.0,9.0,3.0,600.26,428.0,423.93,51.0,4.07,7.96,7.96,21.37,21.24,20.97
847744484799778481789,2023,Kartye-Yamamoto-Burakovsky,SEA,line,5on5,4,963.0,33.0,0.48,0.5,0.47,6.37,0.53,0.43,1.4,0.21,3.78,2.64,0.53,0.51,0.51,3.0,6.0,8.0,17.0,1.0,0.0,1.0,1.0,0.0,3.0,4.0,2.0,8.0,1.0,2.0,4.0,8.0,4.0,0.0,7.0,2.0,0.0,0.25,0.28,0.0,1.0,0.0,0.0,17.48,9.0,9.1,0.0,0.09,0.0,0.03,0.59,0.57,0.56,6.79,0.56,0.48,1.63,0.27,3.9,3.16,0.56,0.58,0.58,6.0,4.0,7.0,17.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,6.0,10.0,1.0,2.0,6.0,8.0,4.0,0.0,8.0,1.0,1.0,0.19,0.09,0.28,0.0,0.0,0.0,16.97,10.0,9.96,0.0,0.1,0.01,0.01,0.65,0.67,0.67
848084984826998483431,2023,Cooley-Hayton-Guenther,ARI,line,5on5,4,1671.0,16.0,0.55,0.55,0.51,16.8,1.54,1.19,3.98,0.53,9.3,6.45,1.53,1.52,1.51,9.0,14.0,12.0,35.0,0.0,1.0,0.0,4.0,0.0,9.0,9.0,9.0,23.0,3.0,4.0,16.0,9.0,1.0,3.0,17.0,4.0,2.0,0.57,0.41,0.56,0.0,0.0,0.0,34.37,23.0,22.46,3.0,0.25,0.36,0.36,1.43,1.42,1.41,16.5,1.26,1.13,4.15,0.55,8.71,6.21,1.24,1.27,1.25,17.0,5.0,7.0,29.0,1.0,0.0,0.0,3.0,0.0,12.0,6.0,16.0,21.0,0.0,0.0,11.0,18.0,4.0,3.0,18.0,3.0,1.0,0.61,0.45,0.2,0.0,1.0,0.0,30.05,22.0,22.62,2.0,0.23,0.0,0.0,1.49,1.5,1.48
847344984768788480762,2023,Robinson-Girgensons-Okposo,BUF,line,5on5,9,3437.0,68.0,0.59,0.59,0.59,34.13,3.1,2.44,8.57,1.21,19.06,13.62,3.03,3.14,3.07,30.0,18.0,19.0,67.0,2.0,5.0,0.0,4.0,0.0,21.0,16.0,28.0,46.0,0.0,0.0,25.0,31.0,7.0,7.0,35.0,8.0,5.0,0.97,0.88,1.25,2.0,0.0,0.0,67.56,48.0,48.22,6.0,0.51,0.99,0.99,2.62,2.69,2.64,24.56,2.12,1.71,6.27,0.82,13.06,9.03,2.02,2.12,2.02,23.0,10.0,13.0,46.0,1.0,3.0,0.0,6.0,0.0,11.0,12.0,22.0,32.0,3.0,6.0,29.0,44.0,7.0,6.0,24.0,8.0,1.0,0.67,1.1,0.34,0.0,1.0,0.0,46.5,33.0,33.64,1.0,0.36,0.38,0.38,2.09,2.1,2.05
847682284773538479718,2023,Motte-Glendening-Barr-Boulet,TBL,line,5on5,4,780.0,26.0,0.15,0.57,0.29,1.57,0.08,0.07,0.67,0.05,0.7,0.44,0.08,0.08,0.08,2.0,0.0,6.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,7.0,8.0,0.0,1.0,2.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,8.6,2.0,1.99,1.0,0.01,0.0,0.0,0.09,0.09,0.09,3.9,0.42,0.22,0.88,0.12,1.79,1.58,0.42,0.39,0.39,4.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,5.0,1.0,2.0,6.0,9.0,1.0,0.0,4.0,0.0,1.0,0.13,0.0,0.29,0.0,0.0,0.0,5.6,5.0,4.74,0.0,0.05,0.0,0.0,0.47,0.43,0.43
847456484764538477426,2023,Stamkos-Paul-Kucherov,TBL,line,5on5,20,1837.0,166.0,0.63,0.6,0.61,14.02,1.09,0.79,3.43,0.45,7.38,5.86,1.07,1.14,1.12,15.0,4.0,9.0,28.0,2.0,1.0,1.0,1.0,0.0,3.0,12.0,13.0,17.0,1.0,2.0,13.0,12.0,6.0,5.0,18.0,0.0,1.0,0.76,0.0,0.33,1.0,0.0,1.0,28.57,19.0,19.49,3.0,0.17,0.33,0.33,0.93,0.94,0.94,9.35,0.65,0.59,2.22,0.26,4.69,3.58,0.65,0.66,0.66,11.0,1.0,7.0,19.0,1.0,0.0,0.0,2.0,0.0,5.0,4.0,10.0,11.0,0.0,0.0,10.0,8.0,4.0,2.0,9.0,3.0,0.0,0.26,0.4,0.0,0.0,1.0,0.0,19.23,12.0,12.2,2.0,0.12,0.0,0.0,0.77,0.79,0.78
847398684764588478873,2023,Killorn-Strome-Terry,ANA,line,5on5,8,1541.0,90.0,0.44,0.56,0.56,14.21,1.02,0.86,3.37,0.44,8.16,6.15,1.0,1.09,1.07,12.0,8.0,8.0,28.0,1.0,1.0,0.0,2.0,0.0,5.0,11.0,11.0,19.0,3.0,9.0,11.0,6.0,0.0,3.0,16.0,3.0,1.0,0.45,0.36,0.21,0.0,1.0,0.0,28.64,20.0,20.58,0.0,0.18,0.21,0.21,0.99,1.04,1.03,12.07,1.32,0.9,2.75,0.39,6.22,4.42,1.16,1.26,1.11,11.0,5.0,6.0,22.0,1.0,2.0,0.0,1.0,0.0,4.0,8.0,10.0,15.0,3.0,9.0,9.0,16.0,6.0,5.0,8.0,8.0,0.0,0.35,0.97,0.0,0.0,1.0,0.0,21.13,16.0,15.39,2.0,0.19,0.29,0.29,1.21,1.16,1.1
847733084802088482162,2023,Kubalik-Jarventie-Batherson,OTT,line,5on5,5,1426.0,28.0,0.53,0.43,0.41,8.99,0.85,0.56,2.19,0.28,4.56,3.56,0.82,0.85,0.83,9.0,3.0,7.0,19.0,0.0,1.0,0.0,3.0,0.0,6.0,2.0,9.0,12.0,2.0,4.0,10.0,5.0,0.0,4.0,9.0,1.0,2.0,0.18,0.17,0.49,0.0,0.0,0.0,19.49,12.0,12.1,1.0,0.12,0.29,0.29,0.68,0.67,0.65,11.98,0.75,0.68,2.99,0.37,6.71,5.5,0.74,0.79,0.78,13.0,4.0,8.0,25.0,3.0,1.0,0.0,1.0,0.0,5.0,7.0,10.0,14.0,1.0,2.0,18.0,9.0,1.0,3.0,14.0,3.0,0.0,0.34,0.41,0.0,2.0,1.0,0.0,25.41,17.0,17.29,2.0,0.14,0.08,0.08,0.8,0.85,0.84
